user_id,date_time,search_date,search_year,search_month,search_month_name,search_quarter,search_year_quarter,search_year_month,search_year_week,search_day_of_week,search_hour,srch_ci,srch_co,lead_time_days,lead_time_category,stay_duration,party_size,channel,channel_conversion_rate,is_mobile,device_type,is_package,package_type,site_name,user_location_country,user_location_region,user_location_city,posa_continent,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,destination_conversion_rate,destination_searches,srch_destination_type_id,orig_destination_distance,hotel_continent,hotel_country,hotel_market,hotel_cluster,is_booking,booking_status,cnt
630867,2013-12-05 16:04:00,2013-12-05,2013,12,December,4,2013-Q4,2013-12,2013-W49,Thursday,16,2013-12-09,2013-12-12,3.0,Last Minute (0-7 days),3.0,1,9,8.54,0,Desktop,0,Non-Package,2,66,174,26232,3,1,0,1,8279,8.02,1097,1,9.9626,2,50,1230,33,0,Search Only,1
182204,2013-12-18 12:44:00,2013-12-18,2013,12,December,4,2013-Q4,2013-12,2013-W51,Wednesday,12,2013-12-30,2013-12-31,11.0,Short Term (8-30 days),1.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,189,33796,3,2,0,1,8801,14.29,21,1,7.8734,2,50,493,48,0,Search Only,1
919800,2013-12-18 13:40:00,2013-12-18,2013,12,December,4,2013-Q4,2013-12,2013-W51,Wednesday,13,2014-01-17,2014-01-23,29.0,Short Term (8-30 days),6.0,2,7,4.32,0,Desktop,1,Package,2,66,314,4868,3,2,0,1,8268,4.61,1409,1,771.8097,2,50,682,47,0,Search Only,1
307862,2013-12-30 11:28:00,2013-12-30,2013,12,December,4,2013-Q4,2013-12,2013-W01,Monday,11,2014-02-05,2014-02-09,36.0,Medium Term (31-90 days),4.0,2,9,8.54,0,Desktop,1,Package,2,66,189,32046,3,2,0,1,11815,3.02,463,1,1131.8353,3,5,1701,99,0,Search Only,1
842671,2014-01-01 14:55:00,2014-01-01,2014,1,January,1,2014-Q1,2014-01,2014-W01,Wednesday,14,2014-01-31,2014-02-01,29.0,Short Term (8-30 days),1.0,7,9,8.54,0,Desktop,0,Non-Package,26,215,646,51733,0,4,3,2,486,21.74,23,1,981.554,2,50,726,40,0,Search Only,1
394003,2014-01-02 19:47:00,2014-01-02,2014,1,January,1,2014-Q1,2014-01,2014-W01,Thursday,19,2014-01-30,2014-02-01,27.0,Short Term (8-30 days),2.0,1,1,6.97,1,Mobile,1,Package,2,66,311,23166,3,1,0,1,8260,4.45,966,1,1273.2056,2,50,701,5,0,Search Only,1
677579,2014-01-04 21:14:00,2014-01-04,2014,1,January,1,2014-Q1,2014-01,2014-W01,Saturday,21,2014-01-16,2014-01-19,11.0,Short Term (8-30 days),3.0,2,1,6.97,0,Desktop,0,Non-Package,2,66,174,51981,3,2,0,1,8279,8.02,1097,1,13.1111,2,50,1230,95,0,Search Only,1
805534,2014-01-06 15:55:00,2014-01-06,2014,1,January,1,2014-Q1,2014-01,2014-W02,Monday,15,2014-08-02,2014-08-03,207.0,Long Term (>90 days),1.0,4,9,8.54,0,Desktop,0,Non-Package,2,66,337,8851,3,3,1,1,8260,4.45,966,1,1131.8353,2,50,701,72,0,Search Only,1
529808,2014-01-10 07:01:00,2014-01-10,2014,1,January,1,2014-Q1,2014-01,2014-W02,Friday,7,2014-01-20,2014-01-23,9.0,Short Term (8-30 days),3.0,1,9,8.54,0,Desktop,0,Non-Package,37,167,51,11261,1,1,0,1,8282,5.8,517,1,1131.8353,3,126,232,82,1,Booked,1
453850,2014-01-13 13:37:00,2014-01-13,2014,1,January,1,2014-Q1,2014-01,2014-W03,Monday,13,2014-07-27,2014-08-03,194.0,Long Term (>90 days),7.0,1,9,8.54,0,Desktop,0,Non-Package,34,205,411,54864,3,1,0,1,12206,6.45,899,6,1183.6014,2,50,628,79,0,Search Only,1
98843,2014-01-13 15:09:00,2014-01-13,2014,1,January,1,2014-Q1,2014-01,2014-W03,Monday,15,2014-04-21,2014-04-25,97.0,Long Term (>90 days),4.0,2,1,6.97,1,Mobile,1,Package,2,66,363,30758,3,2,0,1,11373,5.88,272,1,1052.6019,4,128,1455,65,0,Search Only,1
89167,2014-01-21 06:47:00,2014-01-21,2014,1,January,1,2014-Q1,2014-01,2014-W04,Tuesday,6,2014-02-27,2014-03-02,36.0,Medium Term (31-90 days),3.0,2,2,6.05,0,Desktop,0,Non-Package,2,12,790,53139,3,2,0,1,21589,0.0,1,6,1131.8353,6,144,24,5,0,Search Only,1
129109,2014-01-21 07:05:00,2014-01-21,2014,1,January,1,2014-Q1,2014-01,2014-W04,Tuesday,7,2014-01-30,2014-02-02,8.0,Short Term (8-30 days),3.0,2,1,6.97,0,Desktop,0,Non-Package,2,215,646,51733,3,2,0,1,5405,2.57,389,6,789.7611,4,8,126,76,0,Search Only,1
55869,2014-01-29 10:53:00,2014-01-29,2014,1,January,1,2014-Q1,2014-01,2014-W05,Wednesday,10,2014-10-27,2014-10-29,270.0,Long Term (>90 days),2.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,174,36046,3,2,0,1,8746,5.47,731,1,6228.8144,6,105,29,22,0,Search Only,1
902004,2014-01-31 14:11:00,2014-01-31,2014,1,January,1,2014-Q1,2014-01,2014-W05,Friday,14,2014-09-09,2014-09-13,220.0,Long Term (>90 days),4.0,2,9,8.54,0,Desktop,1,Package,2,66,348,16179,3,2,0,1,8279,8.02,1097,1,1131.8353,2,50,1230,70,0,Search Only,2
159950,2014-02-03 07:08:00,2014-02-03,2014,2,February,1,2014-Q1,2014-02,2014-W06,Monday,7,2014-02-25,2014-03-11,21.0,Short Term (8-30 days),14.0,2,9,8.54,0,Desktop,1,Package,34,205,354,25315,3,2,0,1,8824,4.72,381,1,2253.8876,4,8,118,55,0,Search Only,1
811985,2014-02-15 01:05:00,2014-02-15,2014,2,February,1,2014-Q1,2014-02,2014-W07,Saturday,1,2014-02-16,2014-02-17,0.0,Last Minute (0-7 days),1.0,4,1,6.97,0,Desktop,0,Non-Package,2,66,174,28782,3,2,2,1,44691,9.09,11,6,346.9996,2,50,366,91,0,Search Only,1
1056277,2014-02-20 11:57:00,2014-02-20,2014,2,February,1,2014-Q1,2014-02,2014-W08,Thursday,11,2014-04-16,2014-04-20,54.0,Medium Term (31-90 days),4.0,3,5,9.43,0,Desktop,0,Non-Package,28,68,330,40076,1,2,1,1,53949,6.25,64,3,1131.8353,6,105,29,8,0,Search Only,2
865529,2014-03-01 11:23:00,2014-03-01,2014,3,March,1,2014-Q1,2014-03,2014-W09,Saturday,11,2014-03-14,2014-03-15,12.0,Short Term (8-30 days),1.0,2,9,8.54,0,Desktop,0,Non-Package,34,205,354,21259,3,1,1,1,8270,10.19,108,1,187.5283,2,198,390,28,0,Search Only,3
46014,2014-03-02 16:22:00,2014-03-02,2014,3,March,1,2014-Q1,2014-03,2014-W09,Sunday,16,2014-03-20,2014-03-24,17.0,Short Term (8-30 days),4.0,3,9,8.54,0,Desktop,0,Non-Package,34,205,135,36086,3,2,1,1,8278,5.78,727,1,1275.3556,2,50,368,0,0,Search Only,1
1100151,2014-03-11 13:07:00,2014-03-11,2014,3,March,1,2014-Q1,2014-03,2014-W11,Tuesday,13,2014-06-30,2014-07-07,110.0,Long Term (>90 days),7.0,2,9,8.54,0,Desktop,1,Package,2,66,288,11997,3,2,0,1,8278,5.78,727,1,1330.086,2,50,368,21,0,Search Only,1
151956,2014-03-14 21:49:00,2014-03-14,2014,3,March,1,2014-Q1,2014-03,2014-W11,Friday,21,2014-06-15,2014-06-16,92.0,Long Term (>90 days),1.0,4,9,8.54,1,Mobile,0,Non-Package,2,66,174,21092,3,4,0,1,12308,5.88,17,5,2357.0999,2,50,649,72,0,Search Only,2
602393,2014-03-16 16:41:00,2014-03-16,2014,3,March,1,2014-Q1,2014-03,2014-W11,Sunday,16,2014-04-19,2014-04-20,33.0,Medium Term (31-90 days),1.0,4,0,7.19,0,Desktop,0,Non-Package,2,66,254,43684,3,2,2,1,3673,0.0,1,3,110.4188,2,50,466,42,0,Search Only,1
987987,2014-03-17 11:29:00,2014-03-17,2014,3,March,1,2014-Q1,2014-03,2014-W12,Monday,11,2014-03-29,2014-03-30,11.0,Short Term (8-30 days),1.0,4,9,8.54,0,Desktop,0,Non-Package,2,66,442,2822,3,4,0,1,12261,3.19,94,6,225.2061,2,50,412,76,0,Search Only,1
744819,2014-03-20 06:43:00,2014-03-20,2014,3,March,1,2014-Q1,2014-03,2014-W12,Thursday,6,2014-04-26,2014-04-27,36.0,Medium Term (31-90 days),1.0,2,9,8.54,1,Mobile,0,Non-Package,2,205,354,51792,3,2,0,1,11353,5.24,477,1,1131.8353,2,50,699,21,0,Search Only,2
102622,2014-03-20 09:33:00,2014-03-20,2014,3,March,1,2014-Q1,2014-03,2014-W12,Thursday,9,2014-04-11,2014-04-13,21.0,Short Term (8-30 days),2.0,3,1,6.97,0,Desktop,0,Non-Package,25,23,48,4924,2,2,1,1,8744,2.83,212,1,1131.8353,3,106,108,78,0,Search Only,1
663808,2014-03-20 20:06:00,2014-03-20,2014,3,March,1,2014-Q1,2014-03,2014-W12,Thursday,20,2014-03-24,2014-03-27,3.0,Last Minute (0-7 days),3.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,226,42300,3,2,0,1,8250,6.92,3568,1,1745.5449,2,50,628,1,0,Search Only,1
93843,2014-03-22 10:54:00,2014-03-22,2014,3,March,1,2014-Q1,2014-03,2014-W12,Saturday,10,2014-04-13,2014-04-18,21.0,Short Term (8-30 days),5.0,4,3,6.04,0,Desktop,0,Non-Package,2,66,337,48138,3,2,2,1,11319,2.6,231,1,512.2659,2,50,681,31,0,Search Only,1
723288,2014-03-22 15:24:00,2014-03-22,2014,3,March,1,2014-Q1,2014-03,2014-W12,Saturday,15,2014-04-02,2014-04-05,10.0,Short Term (8-30 days),3.0,1,4,12.08,0,Desktop,0,Non-Package,24,3,50,5703,2,1,0,1,8502,20.0,20,6,1131.8353,3,106,107,47,0,Search Only,1
793571,2014-03-22 16:33:00,2014-03-22,2014,3,March,1,2014-Q1,2014-03,2014-W12,Saturday,16,2014-04-18,2014-04-20,26.0,Short Term (8-30 days),2.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,174,46432,3,2,0,1,11835,12.28,114,1,109.7262,2,50,633,54,0,Search Only,2
113669,2014-03-23 20:47:00,2014-03-23,2014,3,March,1,2014-Q1,2014-03,2014-W12,Sunday,20,2014-09-03,2014-09-06,163.0,Long Term (>90 days),3.0,4,9,8.54,0,Desktop,0,Non-Package,2,66,462,49272,3,4,0,2,21787,9.18,98,6,5670.0072,6,105,29,62,0,Search Only,1
964630,2014-03-23 21:35:00,2014-03-23,2014,3,March,1,2014-Q1,2014-03,2014-W12,Sunday,21,2014-04-18,2014-04-20,25.0,Short Term (8-30 days),2.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,174,53088,3,2,0,1,25471,6.06,33,6,1131.8353,2,50,365,19,0,Search Only,1
456662,2014-03-26 11:19:00,2014-03-26,2014,3,March,1,2014-Q1,2014-03,2014-W13,Wednesday,11,2014-04-17,2014-04-18,21.0,Short Term (8-30 days),1.0,2,0,7.19,0,Desktop,1,Package,17,133,20,3392,1,2,0,1,38399,0.0,1,4,1131.8353,6,68,285,62,0,Search Only,1
97979,2014-03-26 16:07:00,2014-03-26,2014,3,March,1,2014-Q1,2014-03,2014-W13,Wednesday,16,2014-04-22,2014-04-24,26.0,Short Term (8-30 days),2.0,1,3,6.04,0,Desktop,0,Non-Package,2,66,174,26232,3,1,0,1,468,6.0,617,1,8087.3764,3,48,153,35,0,Search Only,1
92347,2014-03-27 11:46:00,2014-03-27,2014,3,March,1,2014-Q1,2014-03,2014-W13,Thursday,11,2014-04-21,2014-04-28,24.0,Short Term (8-30 days),7.0,5,5,9.43,0,Desktop,0,Non-Package,23,1,329,4948,1,4,1,2,7635,4.76,714,3,4399.6383,2,50,675,70,0,Search Only,1
64304,2014-03-29 02:13:00,2014-03-29,2014,3,March,1,2014-Q1,2014-03,2014-W13,Saturday,2,2014-03-31,2014-04-01,1.0,Last Minute (0-7 days),1.0,6,9,8.54,0,Desktop,0,Non-Package,2,198,153,17956,3,4,2,1,12654,8.72,172,5,1131.8353,2,50,682,34,0,Search Only,1
1155833,2014-03-30 15:16:00,2014-03-30,2014,3,March,1,2014-Q1,2014-03,2014-W13,Sunday,15,2014-04-26,2014-04-29,26.0,Short Term (8-30 days),3.0,2,0,7.19,0,Desktop,0,Non-Package,24,3,50,50547,2,2,0,1,12218,12.0,75,6,1131.8353,2,50,365,95,0,Search Only,1
512851,2014-04-01 10:23:00,2014-04-01,2014,4,April,2,2014-Q2,2014-04,2014-W14,Tuesday,10,2014-05-21,2014-05-23,49.0,Medium Term (31-90 days),2.0,2,2,6.05,0,Desktop,0,Non-Package,2,66,356,22202,3,2,0,1,45626,9.68,31,6,2440.7962,2,50,675,40,0,Search Only,1
947732,2014-04-03 19:34:00,2014-04-03,2014,4,April,2,2014-Q2,2014-04,2014-W14,Thursday,19,2014-06-23,2014-06-30,80.0,Medium Term (31-90 days),7.0,2,9,8.54,0,Desktop,0,Non-Package,34,205,135,36086,3,2,0,1,8267,5.99,2739,1,2028.1421,2,50,675,91,0,Search Only,1
19923,2014-04-03 20:56:00,2014-04-03,2014,4,April,2,2014-Q2,2014-04,2014-W14,Thursday,20,2014-07-27,2014-07-28,114.0,Long Term (>90 days),1.0,3,1,6.97,1,Mobile,0,Non-Package,2,133,20,3392,3,2,1,1,8834,6.76,207,1,1131.8353,2,50,355,9,0,Search Only,1
554832,2014-04-06 18:37:00,2014-04-06,2014,4,April,2,2014-Q2,2014-04,2014-W14,Sunday,18,2014-08-05,2014-08-13,120.0,Long Term (>90 days),8.0,2,9,8.54,0,Desktop,1,Package,34,205,354,50386,3,2,0,1,15121,0.0,6,3,4507.1057,6,180,1737,22,0,Search Only,1
494277,2014-04-07 21:07:00,2014-04-07,2014,4,April,2,2014-Q2,2014-04,2014-W15,Monday,21,2014-04-10,2014-04-11,2.0,Last Minute (0-7 days),1.0,1,9,8.54,0,Desktop,0,Non-Package,2,66,348,2884,3,1,0,1,8260,4.45,966,1,1101.756,2,50,701,97,0,Search Only,2
649755,2014-04-08 12:02:00,2014-04-08,2014,4,April,2,2014-Q2,2014-04,2014-W15,Tuesday,12,2014-05-09,2014-05-11,30.0,Short Term (8-30 days),2.0,4,9,8.54,1,Mobile,0,Non-Package,2,66,471,50446,3,2,2,1,8233,22.22,72,1,1131.8353,2,50,640,48,0,Search Only,2
1196428,2014-04-12 19:10:00,2014-04-12,2014,4,April,2,2014-Q2,2014-04,2014-W15,Saturday,19,2014-12-08,2014-12-10,239.0,Long Term (>90 days),2.0,0,9,8.54,0,Desktop,1,Package,17,133,24,16679,1,0,0,1,8238,6.59,182,1,1131.8353,6,31,155,13,0,Search Only,1
536593,2014-04-18 14:35:00,2014-04-18,2014,4,April,2,2014-Q2,2014-04,2014-W16,Friday,14,2014-05-09,2014-05-11,20.0,Short Term (8-30 days),2.0,4,1,6.97,0,Desktop,0,Non-Package,2,66,174,28782,3,2,2,1,24279,0.0,4,6,102.8641,2,50,355,39,0,Search Only,1
832325,2014-04-22 12:08:00,2014-04-22,2014,4,April,2,2014-Q2,2014-04,2014-W17,Tuesday,12,2014-12-25,2015-01-02,246.0,Long Term (>90 days),8.0,2,9,8.54,0,Desktop,1,Package,34,205,354,21728,3,2,0,1,8250,6.92,3568,1,2141.8245,2,50,628,99,0,Search Only,1
129908,2014-04-24 00:24:00,2014-04-24,2014,4,April,2,2014-Q2,2014-04,2014-W17,Thursday,0,2014-05-22,2014-05-24,27.0,Short Term (8-30 days),2.0,3,1,6.97,0,Desktop,0,Non-Package,2,66,174,4562,3,3,0,1,12281,6.17,81,6,2309.5521,2,50,191,95,0,Search Only,1
549410,2014-04-26 00:48:00,2014-04-26,2014,4,April,2,2014-Q2,2014-04,2014-W17,Saturday,0,2014-06-13,2014-06-14,47.0,Medium Term (31-90 days),1.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,174,16634,3,2,0,1,20207,22.22,18,6,5949.2066,6,105,810,85,0,Search Only,1
392865,2014-04-26 20:58:00,2014-04-26,2014,4,April,2,2014-Q2,2014-04,2014-W17,Saturday,20,2014-09-13,2014-09-14,139.0,Long Term (>90 days),1.0,2,0,7.19,0,Desktop,0,Non-Package,2,66,321,33243,3,2,0,1,8743,8.94,246,1,1131.8353,6,144,24,6,0,Search Only,1
889807,2014-04-27 07:05:00,2014-04-27,2014,4,April,2,2014-Q2,2014-04,2014-W17,Sunday,7,2014-05-05,2014-05-07,7.0,Last Minute (0-7 days),2.0,2,9,8.54,0,Desktop,0,Non-Package,2,231,81,24964,3,2,0,1,8242,5.76,660,1,1131.8353,3,171,61,21,1,Booked,1
827644,2014-04-27 20:18:00,2014-04-27,2014,4,April,2,2014-Q2,2014-04,2014-W17,Sunday,20,2014-07-17,2014-07-21,80.0,Medium Term (31-90 days),4.0,5,2,6.05,0,Desktop,0,Non-Package,2,66,258,38888,3,2,3,2,14840,1.79,56,1,605.1952,2,50,1629,31,0,Search Only,1
493876,2014-04-28 11:14:00,2014-04-28,2014,4,April,2,2014-Q2,2014-04,2014-W18,Monday,11,2014-05-03,2014-05-06,4.0,Last Minute (0-7 days),3.0,2,0,7.19,0,Desktop,0,Non-Package,2,66,174,26232,3,2,0,1,12227,4.22,450,6,2595.147,2,50,701,41,0,Search Only,1
997665,2014-04-29 13:43:00,2014-04-29,2014,4,April,2,2014-Q2,2014-04,2014-W18,Tuesday,13,2014-11-19,2014-11-21,203.0,Long Term (>90 days),2.0,2,9,8.54,0,Desktop,0,Non-Package,2,103,41,54184,3,2,0,1,8747,5.87,511,1,1131.8353,3,106,107,16,0,Search Only,1
54619,2014-04-29 18:19:00,2014-04-29,2014,4,April,2,2014-Q2,2014-04,2014-W18,Tuesday,18,2014-05-16,2014-05-19,16.0,Short Term (8-30 days),3.0,3,9,8.54,0,Desktop,0,Non-Package,2,66,153,25263,3,2,1,1,12263,2.38,42,6,415.0083,2,50,368,37,0,Search Only,1
627061,2014-04-30 14:14:00,2014-04-30,2014,4,April,2,2014-Q2,2014-04,2014-W18,Wednesday,14,2014-09-17,2014-09-19,139.0,Long Term (>90 days),2.0,3,9,8.54,0,Desktop,0,Non-Package,30,195,578,36631,4,2,1,1,8279,8.02,1097,1,1131.8353,2,50,1230,55,0,Search Only,2
880043,2014-05-01 11:14:00,2014-05-01,2014,5,May,2,2014-Q2,2014-05,2014-W18,Thursday,11,2014-05-23,2014-05-25,21.0,Short Term (8-30 days),2.0,2,0,7.19,0,Desktop,0,Non-Package,2,66,174,34716,3,2,0,1,58436,0.0,1,3,52.2329,2,50,368,41,0,Search Only,1
191119,2014-05-03 17:25:00,2014-05-03,2014,5,May,2,2014-Q2,2014-05,2014-W18,Saturday,17,2014-05-18,2014-05-19,14.0,Short Term (8-30 days),1.0,1,9,8.54,0,Desktop,0,Non-Package,2,205,354,25315,3,1,0,1,7635,4.76,714,3,341.9872,2,50,675,56,0,Search Only,1
189343,2014-05-03 22:22:00,2014-05-03,2014,5,May,2,2014-Q2,2014-05,2014-W18,Saturday,22,2014-05-25,2014-05-29,21.0,Short Term (8-30 days),4.0,2,0,7.19,1,Mobile,1,Package,2,66,174,7015,3,2,0,1,11373,5.88,272,1,2514.4349,4,128,1455,96,0,Search Only,3
41055,2014-05-04 10:03:00,2014-05-04,2014,5,May,2,2014-Q2,2014-05,2014-W18,Sunday,10,2014-05-09,2014-05-13,4.0,Last Minute (0-7 days),4.0,4,2,6.05,0,Desktop,0,Non-Package,2,66,462,12565,3,2,2,1,8278,5.78,727,1,1115.4954,2,50,368,96,0,Search Only,1
425235,2014-05-05 08:09:00,2014-05-05,2014,5,May,2,2014-Q2,2014-05,2014-W19,Monday,8,2014-05-25,2014-05-26,19.0,Short Term (8-30 days),1.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,462,4272,3,2,0,1,1901,11.64,146,1,85.7071,2,198,401,55,0,Search Only,1
870857,2014-05-06 08:29:00,2014-05-06,2014,5,May,2,2014-Q2,2014-05,2014-W19,Tuesday,8,2014-05-23,2014-05-25,16.0,Short Term (8-30 days),2.0,1,9,8.54,0,Desktop,1,Package,2,66,258,20171,3,1,0,1,8216,11.93,218,1,561.4544,2,50,350,18,0,Search Only,1
701951,2014-05-07 16:43:00,2014-05-07,2014,5,May,2,2014-Q2,2014-05,2014-W19,Wednesday,16,2014-06-14,2014-06-18,37.0,Medium Term (31-90 days),4.0,4,0,7.19,1,Mobile,1,Package,2,66,448,29783,3,2,2,1,12227,4.22,450,6,924.9298,2,50,701,0,0,Search Only,1
547396,2014-05-07 19:19:00,2014-05-07,2014,5,May,2,2014-Q2,2014-05,2014-W19,Wednesday,19,2014-09-25,2014-09-30,140.0,Long Term (>90 days),5.0,1,9,8.54,0,Desktop,0,Non-Package,2,125,158,12412,3,1,0,1,12545,6.67,30,5,1131.8353,3,182,83,62,0,Search Only,1
328100,2014-05-15 20:45:00,2014-05-15,2014,5,May,2,2014-Q2,2014-05,2014-W20,Thursday,20,2014-08-14,2014-08-16,90.0,Medium Term (31-90 days),2.0,3,9,8.54,0,Desktop,0,Non-Package,2,66,143,26103,3,3,0,1,8255,7.52,306,1,4385.9809,6,77,1895,62,0,Search Only,1
741588,2014-05-15 22:15:00,2014-05-15,2014,5,May,2,2014-Q2,2014-05,2014-W20,Thursday,22,2014-10-05,2014-10-08,142.0,Long Term (>90 days),3.0,4,2,6.05,0,Desktop,0,Non-Package,17,133,12,18901,1,4,0,1,28514,2.37,253,6,1131.8353,2,50,1457,41,0,Search Only,1
394009,2014-05-16 09:57:00,2014-05-16,2014,5,May,2,2014-Q2,2014-05,2014-W20,Friday,9,2014-08-11,2014-08-14,86.0,Medium Term (31-90 days),3.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,174,36172,3,2,0,1,14907,2.88,104,1,5541.8432,0,87,58,85,0,Search Only,4
749309,2014-05-21 18:01:00,2014-05-21,2014,5,May,2,2014-Q2,2014-05,2014-W21,Wednesday,18,2014-06-05,2014-06-06,14.0,Short Term (8-30 days),1.0,2,2,6.05,0,Desktop,0,Non-Package,2,66,442,47414,3,2,0,1,11358,14.71,34,1,1192.5375,2,50,570,28,0,Search Only,1
763891,2014-05-22 17:07:00,2014-05-22,2014,5,May,2,2014-Q2,2014-05,2014-W21,Thursday,17,2014-11-23,2014-11-30,184.0,Long Term (>90 days),7.0,6,9,8.54,0,Desktop,0,Non-Package,2,66,311,38374,3,6,0,3,8351,16.67,30,6,4856.5426,4,196,2027,38,0,Search Only,6
654372,2014-05-24 11:17:00,2014-05-24,2014,5,May,2,2014-Q2,2014-05,2014-W21,Saturday,11,2014-07-03,2014-07-08,39.0,Medium Term (31-90 days),5.0,2,2,6.05,1,Mobile,0,Non-Package,2,66,467,29968,3,2,0,1,18664,18.18,11,1,39.0211,2,50,538,73,0,Search Only,1
988230,2014-05-27 06:21:00,2014-05-27,2014,5,May,2,2014-Q2,2014-05,2014-W22,Tuesday,6,2014-06-18,2014-06-23,21.0,Short Term (8-30 days),5.0,2,9,8.54,0,Desktop,1,Package,2,66,403,36507,3,2,0,1,11435,3.42,117,1,1865.6765,4,67,203,86,0,Search Only,2
1082016,2014-05-27 17:22:00,2014-05-27,2014,5,May,2,2014-Q2,2014-05,2014-W22,Tuesday,17,2014-06-20,2014-06-29,23.0,Short Term (8-30 days),9.0,3,1,6.97,0,Desktop,0,Non-Package,2,66,220,19416,3,2,1,1,12206,6.45,899,6,2166.1818,2,50,628,24,0,Search Only,1
435046,2014-05-30 07:28:00,2014-05-30,2014,5,May,2,2014-Q2,2014-05,2014-W22,Friday,7,2014-06-26,2014-06-27,26.0,Short Term (8-30 days),1.0,1,9,8.54,0,Desktop,0,Non-Package,2,57,342,5021,3,1,0,1,8253,4.96,1310,1,1131.8353,6,70,19,69,0,Search Only,1
1077364,2014-05-30 09:34:00,2014-05-30,2014,5,May,2,2014-Q2,2014-05,2014-W22,Friday,9,2014-06-02,2014-06-03,2.0,Last Minute (0-7 days),1.0,2,1,6.97,0,Desktop,0,Non-Package,2,206,169,40251,3,2,0,2,12381,0.0,4,5,1131.8353,6,204,1756,43,0,Search Only,1
137576,2014-05-30 09:50:00,2014-05-30,2014,5,May,2,2014-Q2,2014-05,2014-W22,Friday,9,2014-07-21,2014-07-27,51.0,Medium Term (31-90 days),6.0,1,0,7.19,0,Desktop,0,Non-Package,13,46,157,34868,1,1,0,1,55649,3.7,54,3,930.7882,6,77,2,14,0,Search Only,1
571065,2014-06-02 12:59:00,2014-06-02,2014,6,June,2,2014-Q2,2014-06,2014-W23,Monday,12,2014-06-09,2014-06-12,6.0,Last Minute (0-7 days),3.0,2,2,6.05,0,Desktop,0,Non-Package,2,66,174,50,3,2,0,1,9147,5.84,257,1,77.7128,2,50,367,41,0,Search Only,2
1038034,2014-06-09 16:26:00,2014-06-09,2014,6,June,2,2014-Q2,2014-06,2014-W24,Monday,16,2014-07-21,2014-07-25,41.0,Medium Term (31-90 days),4.0,2,9,8.54,0,Desktop,0,Non-Package,34,205,354,51792,3,2,0,1,8252,8.74,206,1,1131.8353,6,170,313,85,0,Search Only,1
